"tweet_id","in_reply_to_status_id","in_reply_to_user_id","timestamp","source","text","retweeted_status_id","retweeted_status_user_id","retweeted_status_timestamp","expanded_urls"
"831563949594271746","","","2017-02-14 18:01:09 +0000","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","#new  https://t.co/7vKD2hscxU https://t.co/nWZQcNimCH","","","","http://ift.tt/2lHaLus,https://twitter.com/taggaddaaaa/status/831563949594271746/photo/1"
"831563943885828100","","","2017-02-14 18:01:08 +0000","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","#new  https://t.co/R2I00e7GAI https://t.co/W3sWQ2vKj0","","","","http://ift.tt/2lMrb0r,https://twitter.com/taggaddaaaa/status/831563943885828100/photo/1"
"829692862036111365","","","2017-02-09 14:06:07 +0000","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","#new Le karting dans tous ses états #kartingmontpellier https://t.co/EsV3WgcoDb https://t.co/cU4XajijmB","","","","http://ift.tt/2luBBCR,https://twitter.com/taggaddaaaa/status/829692862036111365/photo/1"
"829692851823005698","","","2017-02-09 14:06:05 +0000","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","#new Le karting dans tous ses états #kartingmontpellier https://t.co/uUcuQ1h7Hi https://t.co/YhMhA79aUs","","","","http://ift.tt/2lnSyC7,https://twitter.com/taggaddaaaa/status/829692851823005698/photo/1"
"822502705537187841","822396620603985920","2321116818","2017-01-20 17:55:01 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@ChipotleFR montpellier (et je veux bien le manager!! 😎)","","","",""
"819951492115337216","","2321116818","2017-01-13 16:57:24 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@ChipotleFR a quand une ouverture sur montpellier?","","","",""
"819533901878198273","","","2017-01-12 13:18:03 +0000","<a href=""http://job.francesurf.net/"" rel=""nofollow"">la recherche d'emploi par km</a>","Annonce CDD Montpellier: Animateur parfums h/f herault : montpellier
https://t.co/Wjeh4M6DLa 
Suivez : @MontpellierJobs","","","","http://www.francesurf.net/offre-emploi-animateur-parfums-herault-montpellier_10179010.htm"
"819484382109061124","","","2017-01-12 10:01:16 +0000","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","#new Voie contrôlée sans issue!! https://t.co/uH5Tbzc3i0 https://t.co/JQ3XeK0ReC","","","","http://ift.tt/2j3MPxe,https://twitter.com/taggaddaaaa/status/819484382109061124/photo/1"
"819484371229020160","","","2017-01-12 10:01:14 +0000","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","#new Voie contrôlée sans issue!! https://t.co/8ahVIYNdFc https://t.co/sLu6KE3N0a","","","","http://ift.tt/2ifYonI,https://twitter.com/taggaddaaaa/status/819484371229020160/photo/1"
"818398326051762176","","817727927106359296","2017-01-09 10:05:40 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@mfabre42 ta place est elle toujours dispo pour janvier? #NYveutSPRING #lion #startup #frenchtech","","","",""
"818397864271429632","","","2017-01-09 10:03:50 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","#SPRINGveutNY j'échangerai bien ma place à la session lion d'avril pour une en janvier ! #lion #startup #frenchtech","","","",""
"818397653327351808","","1229406451","2017-01-09 10:03:00 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@ClaireGaro envie de switcher avec la NY de LION? #SPRINGveutNY","","","",""
"792786887995949056","","","2016-10-30 17:54:58 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Get 3 months of @InVisionApp premium—for free! https://t.co/3HrQpVHVih","","","","http://www.invisionapp.com/redeem/s/46820850"
"790528890695512064","","","2016-10-24 12:22:29 +0000","<a href=""http://job.francesurf.net/"" rel=""nofollow"">la recherche d'emploi par km</a>","Annonce CDD Montpellier: CARROSSIER (H/F)  MONTPELLIER
https://t.co/GUqaZkpIWY 
Compte à suivre : @MontpellierJobs","","","","http://www.francesurf.net/offre-emploi-carrossier-montpellier_9646669.htm"
"789756349852880896","","","2016-10-22 09:12:41 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","https://t.co/Po2G6w6TfW via @populr","","","","http://playerz-live.populr.me/openfield16?a2"
"789756146261303296","","","2016-10-22 09:11:52 +0000","<a href=""http://www.linkedin.com/"" rel=""nofollow"">LinkedIn</a>","Merci à Ceulain Bansimba, Etalab -, NUMA Paris et Ministère de la Ville, de la Jeunesse et des Sports. https://t.co/TQt3t28hRx","","","","https://lnkd.in/dNz8CNa"
"789751562704912384","","","2016-10-22 08:53:40 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Vos avis sont les bienvenus!!  https://t.co/Po2G6w6TfW","","","","http://playerz-live.populr.me/openfield16?a2"
"788032224616644608","","","2016-10-17 15:01:37 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @YRoszewitch: L'immense majorité des homophobes n'ont aucun scrupule à mentir ! Pour rappel, 65 % des Français sont pour le maintien du…","787617934365618177","2421254202","2016-10-16 11:35:23 +0000","https://twitter.com/mlp_officiel/status/787604569593356289"
"788031709908434944","","","2016-10-17 14:59:35 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @BrunoJulliard: Bide de la #ManifDeLaHaine: la société est bien plus généreuse que quelques mauvais coucheurs aigris. Vive l'égalité et…","787686121560018946","94114176","2016-10-16 16:06:20 +0000",""
"788031456882855937","","","2016-10-17 14:58:34 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @RemiFeraud: Echec de @LaManifPourTous : le #MariagePourTous restera inscrit dans la loi française. Il faut militer désormais pour de no…","787698906117406724","519390633","2016-10-16 16:57:08 +0000","https://twitter.com/itele/status/787670607836184576"
"788031407847272449","","","2016-10-17 14:58:23 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @PierreHV1: Depuis 1981, #Fillon a voté contre :
-la dépénalisation de l'homosexualité
-le PACS
-le #Mariagepourtous

#LoveIsLove 
#LaMa…","787694829220290560","3014184753","2016-10-16 16:40:56 +0000",""
"788024245112700929","","","2016-10-17 14:29:55 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Et si on contre-#ManifPourTous sur les RS en unlikant #MichelEtAugustin et autre #Fillon etc..?? #gay #Pride #PMA #GPA #MariagePourTous https://t.co/WLTAFzmbTv","","","","https://twitter.com/taggaddaaaa/status/788024245112700929/photo/1"
"784721970168471552","","","2016-10-08 11:47:51 +0000","<a href=""http://job.francesurf.net/"" rel=""nofollow"">la recherche d'emploi par km</a>","Annonce CDI Montpellier: Médecin Urgentiste Hospitalier 2h de Montpellier
https://t.co/TotJ58abvm 
Suivez : @MontpellierJobs","","","","http://www.francesurf.net/offre-emploi-medecin-urgentiste-hospitalier-2h-de-montpellier_9006088.htm"
"784716911930138624","","712380188932378624","2016-10-08 11:27:45 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@playerz_io #numa #OpenField16 https://t.co/NnSY1Xssum","","","","https://twitter.com/taggaddaaaa/status/784716911930138624/photo/1"
"784343801578065920","","","2016-10-07 10:45:09 +0000","<a href=""http://www.crowdfireapp.com"" rel=""nofollow"">Crowdfire - Go Big</a>","★★★ CONCOURS MEILLEUR PILOTE DE KARTING★★★ https://t.co/py7RQHqxF9 #karting #montpellier #sport @LOCKARTING  @ffsaorg #mhb #mhsc","","","","http://bit.ly/lockarting"
"784327090761904128","","","2016-10-07 09:38:45 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","★★★ CONCOURS MEILLEUR PILOTE DE KARTING★★★ https://t.co/py7RQH8Wgz #karting #montpellier #sport @LOCKARTING  @ffsaorg #mhb #mhsc https://t.co/n4n5fRdT2O","","","","http://bit.ly/lockarting,https://twitter.com/taggaddaaaa/status/784327090761904128/photo/1"
"784325781233160193","","","2016-10-07 09:33:32 +0000","<a href=""http://giphy.com"" rel=""nofollow"">Giphy Share</a>","https://t.co/8emmzPDaqz ★★★ CONCOURS MEILLEUR PILOTE DE #KARTING #MONTPELLIER ★★★ https://t.co/py7RQH8Wgz https://t.co/cYCxJFGgJ8","","","","http://gph.is/154lPkU,http://bit.ly/lockarting,https://twitter.com/taggaddaaaa/status/784325781233160193/photo/1"
